5	56.9037356377
8	76.3036196492
10	84.6766795552
15	79.0946396179
17	59.5462226708
20	67.0002197537
25	287.722393293
34	53.6684189195
47	53.3186474844
52	84.6766795552
53	71.973133232
54	43.5834437267
57	59.5574998372
61	268.109738593
70	86.0721895396
72	45.7739697053
81	80.4901496022
89	59.5403428661
90	0
99	87.484856495
102	51.16728296
104	84.6766795552
107	81.8856595866
145	62.3485198059
154	84.9511910935
165	86.5373595343
170	121.349995585
204	26.0652602132
205	96.8845293266
206	201.495160832
209	481.979821953
236	38.8476617032
276	174.155722268
285	87.6419669464
294	67.9305597432
300	84.856972196
305	81.8856595866
310	84.7892018599
321	317.699824029
323	114.384424927
324	79.231895387
341	9.31914040115
363	81.8856595866
364	67.9305597432
369	136.752531387
391	73.5125996805
401	76.6262206331
411	142.313735054
413	79.0946396179
428	274.793591148
431	104.760506089
433	87.6050651542
440	118.909304738
441	76.3036196492
443	563.682710171
446	669.199866201
456	70.7215797119
457	85.8404442352
483	81.3274555928
493	137.636475211
503	606.820100093
514	77.6590203696
537	53.9754598999
539	80.4901496022
543	81.8685026154
551	79.0946396179
569	83.3154835132
574	422.412998388
580	125.392627012
586	84.6766795552
597	90.494392297
608	48.3934199625
622	71.2032627532
631	4.27453289707
654	37.2293400878
656	69.3260697275
658	147.602105164
660	79.0946396179
665	73.9987871037
678	73.4954427094
681	662.848155258
686	84.6766795552
694	0
702	56.7664798685
705	67.9134027721
708	89.1710231288
721	71.0765152138
729	73.5125996805
739	32.1963232271
748	554.805988208
771	402.765808485
793	74.9081096649
794	535.892093898
795	37.2121831167
813	23.2742402445
814	262.933088316
818	76.2062441501
828	81.8856595866
853	82.8159995761
863	67.9820306566
867	144.260694765
872	76.2864626781
873	54.0440877844
887	82.0160870889
892	129.700282937
899	65.1395397745
906	67.0845122799
908	91.6457118541
916	76.3036196492
939	312.392649898
948	65.1395397745
949	72.582259691
950	29.937279225
952	54.3185993227
958	1073.50827585
965	84.6766795552
978	74.753053
979	6129.56981189
996	65.0766931511
997	137.690793528
1002	71.2557793851
1012	72.6427024922
1025	666.723766123
1031	165.622710791
1046	79.0946396179
1058	91.2603969421
1075	71.682445397
1111	69.2344895501
1118	119.198991958
1120	199.881629078
1162	139.539119233
1204	133.135851067
1227	88.927543852
1239	57.8930446424
1291	161.296132458
1331	1080.19782048
1343	96.0299374213
1345	56.7664798685
1373	40.0546739988
1377	92.7890050532
1400	72.1342466674
1410	58.5440336766
1423	28.8562801818
1427	89.2825502185
1439	67.9648736855
1447	90.8758625876
1449	79.111796589
1456	80.4787309327
1484	47.463079973
1490	82.4261027997
1498	556.36826099
1503	71.099033077
1514	87.5191704373
1522	102.414160123
